Image Path,GenderPrompt,GenderIdx,GenderProb_man,GenderProb_woman,SkinPrompt,SkinTonePred
generated/dcgan_gan_subset/sample_00000.png,a photo of a woman,1,0.1500244140625,0.85009765625,a person with beige skin,4
generated/dcgan_gan_subset/sample_00001.png,a photo of a woman,1,0.04742431640625,0.95263671875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00002.png,a photo of a woman,1,0.08758544921875,0.91259765625,a person with beige skin,4
generated/dcgan_gan_subset/sample_00003.png,a photo of a woman,1,0.036773681640625,0.96337890625,a person with dark brown skin,7
generated/dcgan_gan_subset/sample_00004.png,a photo of a man,0,0.9111328125,0.08880615234375,a person with almost black skin,9
generated/dcgan_gan_subset/sample_00005.png,a photo of a man,0,0.9072265625,0.09271240234375,a person with beige skin,4
generated/dcgan_gan_subset/sample_00006.png,a photo of a woman,1,0.06280517578125,0.93701171875,a person with light beige skin,3
generated/dcgan_gan_subset/sample_00007.png,a photo of a man,0,0.91357421875,0.0863037109375,a person with beige skin,4
generated/dcgan_gan_subset/sample_00008.png,a photo of a woman,1,0.12939453125,0.87060546875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00009.png,a photo of a man,0,0.67578125,0.32421875,a person with light beige skin,3
generated/dcgan_gan_subset/sample_00010.png,a photo of a woman,1,0.449462890625,0.55078125,a person with beige skin,4
generated/dcgan_gan_subset/sample_00011.png,a photo of a man,0,0.9208984375,0.0792236328125,a person with light beige skin,3
generated/dcgan_gan_subset/sample_00012.png,a photo of a woman,1,0.0089874267578125,0.9912109375,a person with beige skin,4
generated/dcgan_gan_subset/sample_00013.png,a photo of a woman,1,0.0087127685546875,0.9912109375,a person with almost black skin,9
generated/dcgan_gan_subset/sample_00014.png,a photo of a man,0,0.9150390625,0.0850830078125,a person with beige skin,4
generated/dcgan_gan_subset/sample_00015.png,a photo of a woman,1,0.09808349609375,0.90185546875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00016.png,a photo of a woman,1,0.04534912109375,0.95458984375,a person with beige skin,4
generated/dcgan_gan_subset/sample_00017.png,a photo of a woman,1,0.03460693359375,0.96533203125,a person with beige skin,4
generated/dcgan_gan_subset/sample_00018.png,a photo of a woman,1,0.0330810546875,0.966796875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00019.png,a photo of a man,0,0.740234375,0.259765625,a person with beige skin,4
generated/dcgan_gan_subset/sample_00020.png,a photo of a man,0,0.98095703125,0.0191192626953125,a person with beige skin,4
generated/dcgan_gan_subset/sample_00021.png,a photo of a woman,1,0.2451171875,0.7548828125,a person with dark brown skin,7
generated/dcgan_gan_subset/sample_00022.png,a photo of a woman,1,0.00806427001953125,0.99169921875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00023.png,a photo of a woman,1,0.034088134765625,0.9658203125,a person with dark brown skin,7
generated/dcgan_gan_subset/sample_00024.png,a photo of a woman,1,0.0330810546875,0.966796875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00025.png,a photo of a woman,1,0.01384735107421875,0.986328125,a person with beige skin,4
generated/dcgan_gan_subset/sample_00026.png,a photo of a man,0,0.9609375,0.0390625,a person with beige skin,4
generated/dcgan_gan_subset/sample_00027.png,a photo of a woman,1,0.009857177734375,0.990234375,a person with beige skin,4
generated/dcgan_gan_subset/sample_00028.png,a photo of a woman,1,0.004467010498046875,0.99560546875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00029.png,a photo of a man,0,0.92626953125,0.07366943359375,a person with dark brown skin,7
generated/dcgan_gan_subset/sample_00030.png,a photo of a man,0,0.84814453125,0.1519775390625,a person with beige skin,4
generated/dcgan_gan_subset/sample_00031.png,a photo of a woman,1,0.0053863525390625,0.99462890625,a person with beige skin,4
generated/dcgan_gan_subset/sample_00032.png,a photo of a woman,1,0.007122039794921875,0.99267578125,a person with beige skin,4
generated/dcgan_gan_subset/sample_00033.png,a photo of a woman,1,0.0236968994140625,0.97607421875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00034.png,a photo of a man,0,0.97119140625,0.02886962890625,a person with beige skin,4
generated/dcgan_gan_subset/sample_00035.png,a photo of a woman,1,0.262939453125,0.7373046875,a person with light beige skin,3
generated/dcgan_gan_subset/sample_00036.png,a photo of a man,0,0.9423828125,0.0574951171875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00037.png,a photo of a woman,1,0.05340576171875,0.94677734375,a person with light beige skin,3
generated/dcgan_gan_subset/sample_00038.png,a photo of a woman,1,0.00679779052734375,0.9931640625,a person with beige skin,4
generated/dcgan_gan_subset/sample_00039.png,a photo of a woman,1,0.2147216796875,0.78515625,a person with light beige skin,3
generated/dcgan_gan_subset/sample_00040.png,a photo of a man,0,0.96044921875,0.039642333984375,a person with beige skin,4
generated/dcgan_gan_subset/sample_00041.png,a photo of a man,0,0.9755859375,0.0244293212890625,a person with almost black skin,9
generated/dcgan_gan_subset/sample_00042.png,a photo of a man,0,0.962890625,0.037322998046875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00043.png,a photo of a woman,1,0.0316162109375,0.96826171875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00044.png,a photo of a woman,1,0.009124755859375,0.99072265625,a person with beige skin,4
generated/dcgan_gan_subset/sample_00045.png,a photo of a woman,1,0.23095703125,0.76904296875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00046.png,a photo of a woman,1,0.009124755859375,0.99072265625,a person with beige skin,4
generated/dcgan_gan_subset/sample_00047.png,a photo of a woman,1,0.0316162109375,0.96826171875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00048.png,a photo of a man,0,0.982421875,0.0174407958984375,a person with dark brown skin,7
generated/dcgan_gan_subset/sample_00049.png,a photo of a man,0,0.96337890625,0.036773681640625,a person with dark brown skin,7
generated/dcgan_gan_subset/sample_00050.png,a photo of a man,0,0.7578125,0.2421875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00051.png,a photo of a woman,1,0.162353515625,0.83740234375,a person with beige skin,4
generated/dcgan_gan_subset/sample_00052.png,a photo of a man,0,0.71533203125,0.28466796875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00053.png,a photo of a woman,1,0.00690460205078125,0.9931640625,a person with beige skin,4
generated/dcgan_gan_subset/sample_00054.png,a photo of a man,0,0.56201171875,0.437744140625,a person with beige skin,4
generated/dcgan_gan_subset/sample_00055.png,a photo of a woman,1,0.009857177734375,0.990234375,a person with beige skin,4
generated/dcgan_gan_subset/sample_00056.png,a photo of a man,0,0.53515625,0.46484375,a person with beige skin,4
generated/dcgan_gan_subset/sample_00057.png,a photo of a woman,1,0.03515625,0.96484375,a person with beige skin,4
generated/dcgan_gan_subset/sample_00058.png,a photo of a woman,1,0.10821533203125,0.8916015625,a person with light beige skin,3
generated/dcgan_gan_subset/sample_00059.png,a photo of a man,0,0.9755859375,0.0244293212890625,a person with almost black skin,9
generated/dcgan_gan_subset/sample_00060.png,a photo of a woman,1,0.06097412109375,0.93896484375,a person with beige skin,4
generated/dcgan_gan_subset/sample_00061.png,a photo of a woman,1,0.01450347900390625,0.9853515625,a person with beige skin,4
generated/dcgan_gan_subset/sample_00062.png,a photo of a man,0,0.978515625,0.0212860107421875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00063.png,a photo of a woman,1,0.01262664794921875,0.9873046875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00064.png,a photo of a woman,1,0.07476806640625,0.92529296875,a person with dark brown skin,7
generated/dcgan_gan_subset/sample_00065.png,a photo of a man,0,0.740234375,0.259765625,a person with dark brown skin,7
generated/dcgan_gan_subset/sample_00066.png,a photo of a man,0,0.958984375,0.04083251953125,a person with dark brown skin,7
generated/dcgan_gan_subset/sample_00067.png,a photo of a woman,1,0.01242828369140625,0.98779296875,a person with almost black skin,9
generated/dcgan_gan_subset/sample_00068.png,a photo of a woman,1,0.026763916015625,0.97314453125,a person with beige skin,4
generated/dcgan_gan_subset/sample_00069.png,a photo of a woman,1,0.32763671875,0.67236328125,a person with light beige skin,3
generated/dcgan_gan_subset/sample_00070.png,a photo of a woman,1,0.00926971435546875,0.99072265625,a person with beige skin,4
generated/dcgan_gan_subset/sample_00071.png,a photo of a woman,1,0.06280517578125,0.93701171875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00072.png,a photo of a man,0,0.86865234375,0.1312255859375,a person with beige skin,4
generated/dcgan_gan_subset/sample_00073.png,a photo of a man,0,0.93359375,0.06658935546875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00074.png,a photo of a man,0,0.9677734375,0.0321044921875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00075.png,a photo of a woman,1,0.01242828369140625,0.98779296875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00076.png,a photo of a woman,1,0.01282501220703125,0.9873046875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00077.png,a photo of a man,0,0.54296875,0.45703125,a person with beige skin,4
generated/dcgan_gan_subset/sample_00078.png,a photo of a man,0,0.95458984375,0.04534912109375,a person with beige skin,4
generated/dcgan_gan_subset/sample_00079.png,a photo of a man,0,0.931640625,0.06854248046875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00080.png,a photo of a woman,1,0.050323486328125,0.94970703125,a person with beige skin,4
generated/dcgan_gan_subset/sample_00081.png,a photo of a woman,1,0.00806427001953125,0.99169921875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00082.png,a photo of a woman,1,0.10821533203125,0.8916015625,a person with beige skin,4
generated/dcgan_gan_subset/sample_00083.png,a photo of a woman,1,0.060089111328125,0.93994140625,a person with dark brown skin,7
generated/dcgan_gan_subset/sample_00084.png,a photo of a man,0,0.71533203125,0.28466796875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00085.png,a photo of a woman,1,0.0966796875,0.9033203125,a person with beige skin,4
generated/dcgan_gan_subset/sample_00086.png,a photo of a woman,1,0.01282501220703125,0.9873046875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00087.png,a photo of a man,0,0.83544921875,0.16455078125,a person with beige skin,4
generated/dcgan_gan_subset/sample_00088.png,a photo of a woman,1,0.01242828369140625,0.98779296875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00089.png,a photo of a man,0,0.72802734375,0.27197265625,a person with beige skin,4
generated/dcgan_gan_subset/sample_00090.png,a photo of a man,0,0.83349609375,0.1666259765625,a person with beige skin,4
generated/dcgan_gan_subset/sample_00091.png,a photo of a man,0,0.92431640625,0.07586669921875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00092.png,a photo of a woman,1,0.0390625,0.9609375,a person with beige skin,4
generated/dcgan_gan_subset/sample_00093.png,a photo of a man,0,0.63330078125,0.36669921875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00094.png,a photo of a woman,1,0.008575439453125,0.9912109375,a person with dark brown skin,7
generated/dcgan_gan_subset/sample_00095.png,a photo of a woman,1,0.03460693359375,0.96533203125,a person with dark brown skin,7
generated/dcgan_gan_subset/sample_00096.png,a photo of a woman,1,0.01282501220703125,0.9873046875,a person with beige skin,4
generated/dcgan_gan_subset/sample_00097.png,a photo of a woman,1,0.09136962890625,0.90869140625,a person with beige skin,4
generated/dcgan_gan_subset/sample_00098.png,a photo of a woman,1,0.1993408203125,0.80078125,a person with beige skin,4
generated/dcgan_gan_subset/sample_00099.png,a photo of a woman,1,0.48046875,0.51953125,a person with beige skin,4
generated/dcgan_gan_subset/sample_00100.png,a photo of a woman,1,0.2017822265625,0.79833984375,a person with beige skin,4
generated/dcgan_gan_subset/sample_00101.png,a photo of a man,0,0.98828125,0.011505126953125,a person with dark brown skin,7
